credit_score,annual_income,loan_amount,employment_length_years,debt_to_income_ratio,num_previous_defaults,loan_term_months,interest_rate,home_ownership,loan_purpose,default
564,88823.76,18888.63,3.3,0.339,0,60,13.9,OWN,major_purchase,0
377,58216.61,43581.2,15.9,0.27,2,36,20.16,MORTGAGE,credit_card,1
507,70228.59,38189.67,4.8,0.335,1,36,15.78,MORTGAGE,debt_consolidation,0
659,32118.8,7585.39,2.9,0.145,0,36,14.59,RENT,debt_consolidation,0
843,29943.66,28005.14,1.7,0.168,0,36,7.91,RENT,home_improvement,0
302,101351.63,35842.02,5.8,0.62,1,60,24.64,MORTGAGE,home_improvement,1
695,51297.93,34792.46,6.1,0.586,0,60,12.05,RENT,debt_consolidation,1
766,37032.34,22509.2,6.9,0.249,0,60,8.77,OWN,other,0
824,37062.93,33200.58,2.1,0.064,2,60,4.44,OWN,credit_card,0
533,36603.33,26677.81,1.4,0.167,0,60,15.71,RENT,home_improvement,1
365,35630.9,9863.58,1.7,0.239,0,36,18.83,RENT,major_purchase,0
449,27517.67,3466.36,4.5,0.461,0,36,15.85,MORTGAGE,credit_card,1
768,24954.53,17257.99,6.0,0.237,0,60,9.86,RENT,major_purchase,0
783,44902.47,3725.32,5.7,0.304,0,60,6.68,RENT,major_purchase,0
651,37540.79,18380.59,3.7,0.195,0,60,10.98,RENT,credit_card,0
367,80678.04,37470.68,17.0,0.139,0,36,19.52,MORTGAGE,credit_card,1
367,55931.58,38148.94,2.2,0.494,0,36,20.27,RENT,home_improvement,1
563,55237.26,2499.25,13.0,0.799,0,36,14.32,OWN,major_purchase,0
624,35087.35,4059.56,2.8,0.571,0,36,13.52,MORTGAGE,other,0
317,46422.39,30474.15,3.6,0.27,0,36,22.24,MORTGAGE,debt_consolidation,0
678,57667.58,22999.94,32.8,0.374,3,36,9.16,RENT,home_improvement,0
600,67662.55,7571.77,5.0,0.073,0,36,15.16,RENT,other,0
306,46992.75,36443.3,11.2,0.209,0,36,20.49,RENT,debt_consolidation,0
352,79666.6,10525.83,8.1,0.157,0,60,19.31,OWN,credit_card,0
550,49197.36,4438.57,4.0,0.346,0,60,16.87,MORTGAGE,home_improvement,0
698,70037.16,33978.31,3.0,0.2,2,36,10.36,RENT,credit_card,0
754,39323.06,27757.54,5.8,0.268,0,60,10.18,RENT,debt_consolidation,0
537,21684.11,18355.48,5.7,0.265,0,60,15.99,MORTGAGE,debt_consolidation,0
462,55312.91,31479.95,9.8,0.06,0,36,17.85,RENT,credit_card,0
833,67941.06,41100.75,6.8,0.235,0,60,5.66,OWN,other,0
552,63507.06,2504.03,3.3,0.11,0,36,14.44,MORTGAGE,debt_consolidation,0
473,59277.44,28617.9,6.8,0.239,0,36,18.99,RENT,credit_card,0
543,41903.97,10599.36,2.7,0.424,0,36,14.11,RENT,debt_consolidation,0
306,34096.98,21862.06,0.8,0.198,1,60,21.91,RENT,major_purchase,1
466,62835.64,19655.17,5.4,0.32,3,36,17.8,MORTGAGE,major_purchase,0
584,59391.2,18159.11,0.9,0.185,0,36,13.27,MORTGAGE,home_improvement,0
806,38085.75,9375.67,0.5,0.064,0,60,6.45,MORTGAGE,home_improvement,0
706,80760.31,36316.6,4.6,0.242,0,60,9.98,MORTGAGE,major_purchase,0
730,32948.81,17698.91,5.4,0.137,0,60,9.25,MORTGAGE,home_improvement,0
600,37699.97,40036.64,1.0,0.123,0,36,11.47,MORTGAGE,home_improvement,0
360,102374.34,16605.4,5.4,0.096,1,60,20.59,MORTGAGE,home_improvement,0
515,72465.21,37947.39,5.8,0.331,0,36,17.34,OWN,debt_consolidation,0
849,41726.67,24956.52,2.3,0.553,0,60,4.0,RENT,debt_consolidation,0
324,55788.4,17967.51,8.1,0.617,0,36,21.52,RENT,home_improvement,1
784,52557.15,31977.42,0.4,0.153,0,60,4.32,MORTGAGE,major_purchase,0
677,14249.45,35612.8,5.6,0.124,0,36,12.81,RENT,debt_consolidation,1
456,32600.62,22238.39,0.4,0.385,3,36,16.75,RENT,debt_consolidation,1
728,47911.89,19718.5,0.7,0.333,0,60,9.56,MORTGAGE,credit_card,0
761,41752.93,26406.43,1.5,0.295,0,60,7.38,MORTGAGE,other,0
323,54786.34,26747.19,9.1,0.422,0,36,23.7,RENT,credit_card,0
358,81492.56,19721.09,0.5,0.473,0,60,22.81,MORTGAGE,debt_consolidation,0
666,42417.19,34337.17,5.9,0.234,0,36,10.02,RENT,major_purchase,0
850,30456.52,18587.74,4.1,0.257,0,36,4.53,RENT,credit_card,0
313,56737.08,20931.93,0.2,0.178,0,36,22.63,OWN,major_purchase,0
666,42320.19,27634.0,1.5,0.139,0,60,12.39,RENT,debt_consolidation,0
375,45696.25,44421.35,8.7,0.575,0,36,19.35,RENT,other,0
658,42989.1,12470.19,2.2,0.322,0,36,10.32,RENT,other,0
643,134433.78,11205.92,8.1,0.215,3,36,13.82,OWN,debt_consolidation,0
349,17884.38,8783.04,1.1,0.295,0,36,20.25,RENT,debt_consolidation,0
675,41161.13,31335.55,6.2,0.341,0,36,10.7,RENT,credit_card,0
794,48939.49,20760.16,1.6,0.203,0,36,7.77,RENT,debt_consolidation,0
775,34492.11,18098.68,1.0,0.147,0,36,6.4,RENT,major_purchase,0
315,73491.25,9979.98,2.5,0.062,0,60,20.8,RENT,debt_consolidation,1
435,70683.39,40210.09,4.4,0.185,0,36,16.86,RENT,debt_consolidation,0
432,47978.6,20499.61,0.4,0.136,2,36,15.77,MORTGAGE,home_improvement,0
549,43399.22,27738.51,1.8,0.361,0,36,13.72,OWN,major_purchase,0
378,46612.29,5951.3,1.7,0.266,2,36,19.65,RENT,debt_consolidation,1
770,46762.93,5750.78,1.3,0.622,0,60,7.36,MORTGAGE,debt_consolidation,0
727,47322.07,3963.6,2.7,0.461,0,60,9.39,OWN,home_improvement,0
745,45044.24,17163.23,0.3,0.171,0,36,7.76,MORTGAGE,debt_consolidation,0
409,54918.32,21807.01,10.8,0.414,0,36,19.55,OWN,home_improvement,0
308,68799.06,11761.44,5.8,0.459,0,36,22.93,MORTGAGE,home_improvement,1
801,28180.43,16385.81,0.3,0.29,0,60,8.2,RENT,credit_card,0
459,30552.48,1275.44,0.8,0.337,2,36,17.55,RENT,major_purchase,1
661,22318.4,16447.89,1.6,0.188,0,36,12.46,RENT,debt_consolidation,0
801,72394.01,6243.54,2.1,0.143,0,60,6.67,MORTGAGE,debt_consolidation,0
319,54865.8,6648.92,24.6,0.093,1,60,20.48,RENT,debt_consolidation,0
303,61535.55,1198.27,5.7,0.128,0,36,21.81,MORTGAGE,other,0
302,25763.8,31640.74,0.7,0.107,0,36,21.27,MORTGAGE,debt_consolidation,0
386,109450.39,41976.49,2.2,0.12,1,36,21.13,RENT,credit_card,0
328,37272.72,28348.0,2.3,0.137,0,36,23.6,OWN,debt_consolidation,0
751,52875.35,5232.89,7.9,0.131,0,36,12.03,MORTGAGE,home_improvement,0
633,72003.72,44544.58,2.4,0.028,0,60,13.42,MORTGAGE,debt_consolidation,0
840,31440.72,43925.75,3.4,0.178,0,36,6.72,RENT,credit_card,0
741,38336.36,21602.32,10.5,0.137,0,36,6.81,RENT,debt_consolidation,0
830,53136.92,5746.25,1.7,0.155,0,60,6.08,MORTGAGE,major_purchase,0
431,177346.88,32712.53,9.1,0.477,2,60,17.3,MORTGAGE,other,0
458,56134.51,43304.6,2.8,0.195,0,60,16.6,MORTGAGE,credit_card,0
768,100998.66,35262.78,1.5,0.365,3,36,10.01,MORTGAGE,debt_consolidation,0
434,84335.06,28464.93,3.0,0.097,1,60,19.84,RENT,debt_consolidation,0
331,57849.76,27876.6,4.5,0.313,0,36,20.59,MORTGAGE,debt_consolidation,1
668,31409.38,44028.4,4.3,0.519,0,36,10.56,MORTGAGE,major_purchase,0
741,78975.2,4217.25,3.3,0.065,0,60,8.91,RENT,other,0
833,24980.49,7580.46,0.8,0.417,2,36,4.3,MORTGAGE,debt_consolidation,0
811,100749.63,37555.7,12.1,0.224,0,60,8.68,RENT,major_purchase,0
366,53637.43,7384.98,1.9,0.43,0,60,21.07,MORTGAGE,major_purchase,1
725,14874.44,17865.05,4.9,0.384,0,60,8.15,OWN,major_purchase,0
766,42056.63,13385.97,4.2,0.47,0,36,6.98,OWN,debt_consolidation,0
684,65793.51,11711.57,1.9,0.442,0,36,12.82,RENT,major_purchase,0
751,44061.39,2131.77,11.1,0.208,0,60,9.9,MORTGAGE,credit_card,0
761,67626.33,25915.06,0.5,0.263,0,36,10.82,MORTGAGE,major_purchase,0
546,33439.37,18654.54,2.8,0.071,0,36,13.94,MORTGAGE,debt_consolidation,0
322,27236.35,25269.97,10.8,0.267,0,36,23.55,RENT,other,0
551,47469.83,14398.36,0.2,0.513,0,36,13.6,MORTGAGE,debt_consolidation,0
411,49722.09,42424.28,10.4,0.529,0,36,19.0,MORTGAGE,debt_consolidation,0
362,41907.79,27019.28,2.5,0.268,0,36,18.16,MORTGAGE,debt_consolidation,0
368,85159.48,43293.11,3.2,0.67,0,60,19.46,MORTGAGE,debt_consolidation,1
684,33436.61,16400.26,3.7,0.379,0,36,11.11,MORTGAGE,credit_card,0
577,56439.5,1100.74,0.3,0.126,0,60,13.5,RENT,major_purchase,0
597,50543.34,35375.68,2.1,0.131,0,60,14.18,MORTGAGE,debt_consolidation,0
710,24330.3,37404.67,1.1,0.531,0,60,9.16,OWN,debt_consolidation,0
602,27076.9,3582.95,11.3,0.057,2,36,13.28,RENT,credit_card,0
647,49284.26,28516.25,5.4,0.431,1,60,11.57,OWN,major_purchase,0
347,119555.98,30084.79,1.9,0.339,1,36,20.28,RENT,home_improvement,1
768,63619.25,7412.29,2.0,0.144,0,60,9.41,OWN,major_purchase,0
547,22549.41,25311.08,0.5,0.817,0,60,14.04,OWN,major_purchase,0
385,12091.77,11700.75,0.8,0.235,2,60,19.36,OWN,debt_consolidation,1
748,68177.79,1723.87,8.9,0.208,0,36,8.44,RENT,debt_consolidation,0
704,46943.68,39144.09,0.1,0.245,0,36,12.22,OWN,major_purchase,0
329,81925.84,22634.59,2.0,0.354,0,60,21.15,RENT,home_improvement,0
406,32980.67,35394.76,10.7,0.601,0,36,18.92,RENT,other,1
308,57388.29,32807.29,8.7,0.103,0,36,21.47,RENT,other,0
449,71738.16,44723.03,3.2,0.286,0,36,18.21,MORTGAGE,debt_consolidation,0
355,40080.35,20269.95,13.5,0.325,2,36,19.92,RENT,credit_card,0
691,40467.78,19812.23,12.4,0.117,0,60,10.09,RENT,major_purchase,0
587,49581.26,13397.24,10.2,0.315,2,36,13.12,MORTGAGE,home_improvement,0
840,62580.21,28506.48,3.1,0.204,0,60,6.38,MORTGAGE,debt_consolidation,0
712,48705.62,22388.95,0.1,0.113,0,60,11.33,RENT,home_improvement,0
636,75985.54,33065.49,9.2,0.518,2,60,11.85,RENT,credit_card,0
580,39820.18,16686.51,0.9,0.469,2,36,12.29,RENT,credit_card,1
330,26963.04,6757.17,1.2,0.273,0,60,19.35,MORTGAGE,major_purchase,1
338,119328.91,38947.16,5.0,0.166,0,60,24.38,MORTGAGE,debt_consolidation,0
639,37343.53,37434.07,4.4,0.26,0,60,11.16,RENT,credit_card,0
302,37956.69,16444.01,11.5,0.047,0,60,24.23,MORTGAGE,debt_consolidation,0
323,47590.5,31375.48,2.0,0.527,0,36,21.05,RENT,credit_card,1
420,50525.4,22665.73,15.9,0.111,0,36,17.36,RENT,debt_consolidation,0
787,41191.71,34482.77,0.9,0.22,0,60,7.74,RENT,debt_consolidation,0
552,48637.73,18165.82,2.4,0.319,0,36,15.42,MORTGAGE,major_purchase,0
690,48151.47,24568.13,1.1,0.647,1,60,10.39,OWN,debt_consolidation,0
526,53032.95,3543.91,10.6,0.395,0,60,14.7,RENT,debt_consolidation,0
395,16968.78,8696.04,3.4,0.377,1,36,17.37,MORTGAGE,major_purchase,1
504,114278.57,35397.69,2.4,0.522,1,60,15.31,MORTGAGE,major_purchase,0
350,45877.05,17788.88,11.9,0.247,0,60,21.03,MORTGAGE,home_improvement,0
724,63657.99,2544.64,1.0,0.332,1,60,7.81,RENT,credit_card,0
401,26366.63,8376.0,1.1,0.255,2,60,18.54,RENT,home_improvement,0
507,39658.08,19110.31,2.2,0.672,0,36,16.3,RENT,home_improvement,0
839,36223.3,32588.18,5.4,0.407,0,36,7.75,OWN,credit_card,0
626,94975.64,16993.34,0.1,0.14,0,60,11.18,OWN,credit_card,0
552,37661.13,33788.17,0.9,0.625,0,36,17.12,RENT,debt_consolidation,0
599,68949.94,38754.67,8.3,0.155,2,36,13.85,MORTGAGE,major_purchase,0
732,36581.97,16010.01,4.3,0.098,0,60,8.03,RENT,credit_card,0
440,39987.47,36216.53,1.1,0.517,0,36,18.1,RENT,major_purchase,0
650,43892.66,6582.75,6.3,0.411,2,60,10.95,RENT,credit_card,0
780,87354.54,19272.48,0.6,0.361,1,36,6.16,RENT,home_improvement,0
615,20943.14,5292.75,5.8,0.329,0,36,12.64,MORTGAGE,other,0
546,27117.96,3311.23,2.2,0.427,0,60,14.68,RENT,debt_consolidation,0
379,20408.62,3839.2,12.3,0.402,0,36,20.04,MORTGAGE,debt_consolidation,1
436,30050.18,5609.09,1.4,0.195,0,60,16.91,OWN,debt_consolidation,0
821,34022.59,37771.94,2.3,0.539,2,60,5.79,OWN,major_purchase,1
598,23706.0,24921.79,2.5,0.521,0,36,14.46,RENT,debt_consolidation,0
466,35229.3,42685.08,0.6,0.189,2,60,18.08,RENT,major_purchase,1
530,19798.84,24672.01,1.1,0.471,0,36,13.82,OWN,debt_consolidation,0
618,31005.04,28663.3,2.6,0.282,0,36,10.74,OWN,other,0
596,84135.95,9117.29,1.2,0.443,0,36,12.04,MORTGAGE,debt_consolidation,0
685,58783.39,24785.56,2.0,0.06,0,36,12.14,RENT,debt_consolidation,0
441,53335.66,17953.31,12.7,0.52,1,60,14.43,RENT,other,0
657,31217.98,41983.16,3.4,0.132,0,60,10.91,RENT,other,0
543,24557.23,42092.53,2.4,0.2,1,60,16.04,RENT,credit_card,0
818,29359.74,9733.94,2.7,0.302,0,60,7.16,RENT,home_improvement,0
387,48076.83,28285.76,0.2,0.254,3,36,19.29,MORTGAGE,debt_consolidation,1
381,72452.0,29079.74,5.3,0.376,1,60,20.75,MORTGAGE,other,1
554,73575.35,25751.54,1.1,0.166,1,36,14.34,MORTGAGE,major_purchase,1
580,65106.23,6470.51,20.1,0.324,0,60,13.2,OWN,major_purchase,0
680,35175.3,29776.67,0.1,0.287,0,36,11.85,MORTGAGE,major_purchase,0
522,49565.36,36159.75,7.7,0.467,0,36,17.84,RENT,credit_card,0
803,42420.88,16189.95,12.9,0.056,0,36,4.63,MORTGAGE,debt_consolidation,0
561,44777.66,23640.27,0.3,0.285,0,36,13.47,RENT,other,1
371,122603.1,6118.43,14.0,0.288,0,36,19.57,RENT,credit_card,0
365,22183.41,41950.3,1.1,0.162,0,36,19.43,RENT,other,1
836,44107.96,5819.67,1.8,0.11,0,36,6.48,OWN,debt_consolidation,0
373,84565.95,10168.59,10.2,0.305,1,36,19.85,RENT,credit_card,1
822,25345.31,14133.05,1.4,0.144,0,36,5.35,RENT,credit_card,0
453,36691.99,37334.77,10.3,0.237,0,36,18.24,MORTGAGE,debt_consolidation,0
351,38635.73,31828.86,0.9,0.301,0,36,20.37,OWN,debt_consolidation,1
467,44334.55,1308.64,5.5,0.054,1,60,18.64,MORTGAGE,major_purchase,0
638,23904.43,9076.71,3.7,0.751,0,36,13.45,RENT,debt_consolidation,0
535,64079.43,34006.65,11.7,0.357,0,36,14.91,OWN,home_improvement,0
732,66159.86,18768.72,3.9,0.196,0,60,10.07,RENT,credit_card,0
636,61621.67,2153.4,9.1,0.284,0,36,9.47,RENT,debt_consolidation,0
520,33134.55,43412.34,1.0,0.128,0,36,13.05,RENT,debt_consolidation,0
649,50966.81,7654.25,1.1,0.055,0,36,13.16,RENT,debt_consolidation,0
835,32703.97,23460.53,4.0,0.164,0,36,6.27,MORTGAGE,debt_consolidation,0
526,42206.58,11925.91,31.1,0.154,1,36,16.95,MORTGAGE,debt_consolidation,0
384,129192.73,33448.65,2.0,0.167,1,60,20.87,MORTGAGE,debt_consolidation,0
525,51177.89,35175.95,5.6,0.482,0,36,13.61,MORTGAGE,major_purchase,0
762,28727.58,18477.7,0.3,0.409,0,36,9.34,MORTGAGE,debt_consolidation,0
419,53164.75,29971.78,0.0,0.149,0,60,17.6,OWN,major_purchase,1
822,26680.6,40999.24,14.2,0.035,0,36,6.45,RENT,debt_consolidation,0
624,28579.51,36851.6,0.7,0.413,0,60,11.04,MORTGAGE,major_purchase,0
631,30683.94,19255.5,11.9,0.274,0,36,13.56,OWN,debt_consolidation,0
474,40137.28,20424.95,7.3,0.495,0,60,17.52,RENT,home_improvement,0
807,74729.94,40022.64,2.6,0.495,0,60,6.53,RENT,home_improvement,0
319,63594.3,2512.4,12.9,0.212,0,60,20.51,RENT,debt_consolidation,1
464,62028.42,2003.71,9.3,0.171,0,36,18.16,MORTGAGE,debt_consolidation,0
530,29896.12,10055.0,0.2,0.192,0,36,14.36,RENT,major_purchase,0
562,38422.89,37415.35,2.3,0.362,0,36,13.65,RENT,debt_consolidation,0
561,55403.64,7741.38,1.9,0.232,0,60,13.53,RENT,debt_consolidation,0
381,36947.6,13552.29,1.0,0.146,0,36,18.75,RENT,home_improvement,0
424,43249.25,28679.02,0.3,0.157,0,36,19.21,OWN,debt_consolidation,0
352,59791.06,9106.68,7.1,0.111,0,36,20.76,MORTGAGE,home_improvement,0
615,41900.47,14337.12,9.5,0.571,0,36,12.16,OWN,credit_card,0
493,54270.0,21544.16,1.0,0.611,0,60,15.12,RENT,credit_card,0
611,100380.96,11036.81,2.6,0.177,0,36,12.93,MORTGAGE,debt_consolidation,0
624,45372.59,44666.2,13.5,0.448,0,60,12.25,MORTGAGE,debt_consolidation,0
686,83341.51,8191.62,4.5,0.12,0,36,11.7,RENT,debt_consolidation,0
601,63052.09,38397.23,0.8,0.231,2,60,12.37,RENT,home_improvement,1
657,25329.91,21684.39,5.4,0.376,0,36,12.13,RENT,credit_card,0
623,29852.93,6681.44,0.6,0.42,2,36,12.3,RENT,other,0
659,33687.49,6213.39,5.0,0.335,0,60,11.9,MORTGAGE,debt_consolidation,0
639,33367.05,23013.03,1.3,0.129,0,36,14.09,MORTGAGE,credit_card,0
474,47068.99,16554.89,0.5,0.531,0,36,16.62,RENT,debt_consolidation,0
435,64640.07,11322.5,3.3,0.099,0,60,20.68,RENT,credit_card,0
733,86234.13,43193.32,4.4,0.318,0,36,9.15,RENT,debt_consolidation,0
488,56312.89,21388.71,0.5,0.735,2,60,15.28,MORTGAGE,debt_consolidation,1
602,40112.54,41867.68,3.4,0.18,1,36,15.09,RENT,home_improvement,0
408,19206.26,8215.99,2.7,0.391,3,36,21.04,OWN,major_purchase,1
537,50602.96,9072.51,2.1,0.329,0,60,13.98,OWN,credit_card,0
591,49592.58,27225.22,8.3,0.36,0,36,12.59,OWN,debt_consolidation,0
644,53226.83,12874.53,3.3,0.31,0,60,12.97,MORTGAGE,credit_card,0
590,126476.04,9137.27,2.2,0.377,0,60,14.25,MORTGAGE,credit_card,0
498,85670.9,5166.16,0.5,0.266,0,36,15.27,MORTGAGE,credit_card,0
829,69792.19,4355.91,0.2,0.326,0,60,5.54,RENT,major_purchase,0
582,31795.03,34139.41,6.5,0.407,0,36,14.14,MORTGAGE,other,0
745,38915.67,13415.18,2.0,0.586,1,60,8.89,MORTGAGE,debt_consolidation,0
705,46972.61,44050.44,8.3,0.38,0,36,10.91,MORTGAGE,other,0
607,34581.25,9057.33,0.1,0.188,0,36,13.76,RENT,credit_card,0
788,61402.7,16595.65,13.9,0.254,0,36,8.9,RENT,credit_card,0
370,57561.49,17495.98,2.9,0.329,0,60,17.51,MORTGAGE,debt_consolidation,1
807,30039.29,23006.72,2.4,0.202,0,36,9.49,RENT,home_improvement,0
768,83999.62,39307.98,5.2,0.096,0,36,9.01,RENT,home_improvement,0
577,51330.46,37729.89,3.0,0.224,0,36,13.42,MORTGAGE,major_purchase,0
704,22514.57,1438.08,40.0,0.224,0,36,10.12,OWN,debt_consolidation,0
586,47901.19,19007.22,3.4,0.125,1,36,14.46,OWN,credit_card,0
448,55633.62,37429.22,6.8,0.177,0,36,17.98,OWN,home_improvement,0
740,75944.38,1008.7,2.1,0.025,0,36,9.5,RENT,major_purchase,0
435,42114.0,24480.14,6.5,0.186,0,36,17.96,MORTGAGE,major_purchase,0
473,71151.89,12416.93,6.2,0.299,0,36,18.97,RENT,home_improvement,0
586,53327.85,19161.82,7.1,0.199,0,60,14.09,MORTGAGE,debt_consolidation,0
761,27125.39,19493.41,3.6,0.211,0,36,9.95,MORTGAGE,credit_card,0
511,25930.49,18237.2,1.8,0.702,0,36,18.48,OWN,credit_card,0
572,81239.1,40245.81,0.5,0.355,0,60,15.24,OWN,other,0
322,83968.15,24604.4,12.9,0.29,0,60,21.72,MORTGAGE,credit_card,1
363,56687.51,40764.86,2.1,0.31,0,36,17.96,RENT,debt_consolidation,0
330,96092.64,32976.67,1.1,0.248,0,60,20.64,RENT,home_improvement,1
339,78863.55,16449.28,0.7,0.221,0,36,23.41,MORTGAGE,credit_card,0
778,66678.17,22716.8,2.1,0.206,0,36,8.49,RENT,credit_card,0
763,32529.73,18153.78,0.6,0.115,0,60,6.93,RENT,home_improvement,0
752,106845.91,37457.27,0.8,0.482,0,36,8.6,RENT,other,0
330,62400.94,9254.3,5.0,0.152,0,60,19.71,RENT,major_purchase,1
342,41207.38,42202.14,1.4,0.362,1,60,20.23,OWN,debt_consolidation,1
454,36289.31,26538.68,20.7,0.03,1,36,17.04,RENT,debt_consolidation,0
611,55025.54,27917.35,4.9,0.202,2,36,12.25,MORTGAGE,other,0
484,23110.06,23739.26,5.5,0.342,2,60,16.74,MORTGAGE,debt_consolidation,1
568,67161.33,25397.84,1.8,0.4,0,60,11.75,MORTGAGE,debt_consolidation,0
395,31916.97,30377.72,1.2,0.086,0,60,20.03,OWN,major_purchase,0
702,57917.43,29821.55,4.7,0.216,0,36,12.03,OWN,credit_card,0
472,38764.91,10422.47,9.8,0.434,1,36,14.79,RENT,debt_consolidation,0
336,43521.55,26627.37,7.0,0.114,0,36,22.23,RENT,credit_card,1
709,34870.29,16603.56,2.6,0.122,0,36,10.89,RENT,credit_card,0
797,45590.14,29029.33,2.9,0.158,1,60,7.98,OWN,credit_card,0
308,114716.69,25104.72,0.5,0.373,3,36,21.83,RENT,credit_card,1
540,91425.24,8905.92,6.7,0.304,0,60,15.29,MORTGAGE,other,0
755,57498.58,33328.29,3.6,0.343,0,36,9.8,MORTGAGE,debt_consolidation,0
689,48465.99,21108.59,9.6,0.122,0,60,10.95,OWN,debt_consolidation,0
771,71674.52,25263.43,1.4,0.074,1,36,11.53,MORTGAGE,major_purchase,0
528,81510.46,30596.29,5.2,0.579,0,36,14.61,MORTGAGE,debt_consolidation,0
505,33744.8,29726.36,14.9,0.159,0,36,18.01,MORTGAGE,other,0
690,47341.97,33952.87,0.1,0.061,1,60,10.5,RENT,debt_consolidation,0
384,21592.88,10097.08,3.2,0.192,0,60,19.08,RENT,home_improvement,1
431,81258.93,5857.21,0.7,0.393,1,36,19.4,MORTGAGE,debt_consolidation,0
631,124151.88,30443.9,7.8,0.392,1,60,12.0,MORTGAGE,debt_consolidation,0
668,50819.59,11383.34,1.0,0.526,2,36,13.38,OWN,credit_card,0
365,18840.15,6042.61,6.1,0.12,1,36,19.21,RENT,other,1
580,64472.93,6774.45,6.1,0.411,1,60,15.38,RENT,credit_card,0
501,32635.63,14763.21,8.0,0.069,0,36,16.88,MORTGAGE,other,0
576,36369.75,44638.63,3.7,0.065,0,36,13.77,RENT,debt_consolidation,0
828,64988.09,7919.45,0.1,0.328,0,36,5.46,MORTGAGE,debt_consolidation,0
342,54970.36,14135.61,0.1,0.277,0,60,19.59,RENT,major_purchase,1
848,39353.93,41512.3,10.7,0.497,0,60,5.04,MORTGAGE,home_improvement,0
547,36595.39,43385.55,11.5,0.113,0,60,16.14,RENT,debt_consolidation,0
725,51876.76,11069.11,9.7,0.594,0,60,9.69,RENT,debt_consolidation,0
533,40771.58,39739.92,4.4,0.396,0,60,16.17,MORTGAGE,major_purchase,0
471,29757.7,7112.39,8.5,0.356,0,36,17.21,MORTGAGE,debt_consolidation,0
724,42207.22,34507.6,1.0,0.089,0,60,8.35,OWN,credit_card,0
678,57114.69,1572.36,1.3,0.411,1,36,11.43,MORTGAGE,major_purchase,0
379,45245.27,18891.26,2.1,0.533,1,36,20.44,MORTGAGE,credit_card,0
688,25949.85,11882.75,6.7,0.223,0,60,8.61,MORTGAGE,other,0
714,76502.53,31976.35,3.6,0.583,1,36,9.24,MORTGAGE,debt_consolidation,0
513,14293.14,1706.47,7.5,0.081,0,60,14.83,OWN,credit_card,0
810,40100.16,21455.68,2.4,0.111,0,60,5.66,RENT,debt_consolidation,0
653,37082.88,31656.08,7.4,0.133,1,60,11.9,MORTGAGE,credit_card,0
483,52400.98,3055.01,6.0,0.074,0,36,17.01,RENT,major_purchase,0
305,63117.15,40485.61,11.1,0.54,2,36,23.43,RENT,major_purchase,1
671,81392.97,16892.69,2.3,0.081,0,60,12.18,MORTGAGE,debt_consolidation,0
415,35575.69,8271.7,5.6,0.145,3,60,18.29,MORTGAGE,debt_consolidation,1
716,63828.95,10920.44,11.5,0.102,0,36,9.53,MORTGAGE,credit_card,0
589,53536.46,15911.86,9.3,0.505,0,36,15.72,RENT,debt_consolidation,0
557,22692.9,9728.5,0.4,0.381,0,60,15.13,RENT,debt_consolidation,1
390,115294.28,23465.47,8.8,0.137,0,60,20.76,MORTGAGE,major_purchase,0
692,25656.47,28849.0,11.1,0.13,1,36,8.9,MORTGAGE,major_purchase,0
391,59205.74,20070.92,2.0,0.515,0,60,17.45,RENT,debt_consolidation,0
530,58424.0,19789.41,3.8,0.248,0,60,14.81,MORTGAGE,other,0
760,55494.35,35394.78,2.3,0.163,0,36,9.79,MORTGAGE,major_purchase,0
807,39239.55,14244.74,6.6,0.544,0,36,9.16,RENT,debt_consolidation,0
845,71129.94,28401.83,13.2,0.04,0,60,5.23,MORTGAGE,home_improvement,0
827,24290.35,40288.55,2.7,0.094,0,60,7.3,MORTGAGE,credit_card,0
606,47589.96,10746.63,3.9,0.117,0,60,13.59,RENT,debt_consolidation,0
410,38034.78,28275.63,0.8,0.135,0,60,17.4,MORTGAGE,debt_consolidation,0
762,36142.18,42710.76,3.2,0.17,0,36,7.54,RENT,credit_card,0
741,59452.71,24310.99,1.8,0.193,0,60,9.04,OWN,debt_consolidation,0
845,79607.64,43983.5,3.0,0.518,0,60,4.61,MORTGAGE,major_purchase,0
658,42004.62,14642.03,6.6,0.266,0,36,14.63,RENT,home_improvement,0
378,69654.77,25828.93,8.0,0.076,1,36,18.46,MORTGAGE,home_improvement,1
577,50130.42,14685.57,0.6,0.231,0,60,13.39,RENT,credit_card,0
546,32802.84,1163.65,10.0,0.111,1,60,15.28,OWN,home_improvement,0
764,43648.38,44881.56,0.6,0.146,0,36,8.79,RENT,other,0
516,42840.16,11562.64,4.9,0.547,0,36,16.46,RENT,credit_card,1
481,35828.65,43816.49,8.3,0.336,0,36,15.52,OWN,debt_consolidation,0
344,59445.63,29733.44,4.2,0.525,0,36,19.09,OWN,home_improvement,1
760,54480.1,40773.08,9.5,0.237,0,60,8.74,RENT,debt_consolidation,0
716,23961.6,43556.92,1.7,0.056,0,60,8.81,RENT,major_purchase,0
322,23314.09,25984.49,9.3,0.104,0,60,20.48,OWN,credit_card,1
539,59344.1,44986.42,3.1,0.519,2,36,14.08,RENT,debt_consolidation,0
564,33966.2,34762.52,4.7,0.435,0,36,13.36,OWN,debt_consolidation,0
